workflow_id,workflow,timestamp,file,source_file,prompt_type,prompt,llm_response,vulnerabilities_found,total_vulnerabilities_identified,total_vulnerabilities_fixed,total_vulnerabilities_remaining,initial_detection_bandit_count,initial_detection_bandit_cwes,initial_detection_semgrep_count,initial_detection_semgrep_cwes,initial_detection_ast_count,initial_detection_ast_cwes,iteration_detection_bandit_count,iteration_detection_bandit_cwes,iteration_detection_semgrep_count,iteration_detection_semgrep_cwes,iteration_detection_ast_count,iteration_detection_ast_cwes,iterations_count,fixed_cwes,remaining_cwes,fix_provider_llm,fix_provider_rule_based,fix_provider_unknown,fix_provider_llm_cwes,fix_provider_rule_cwes,fix_provider_unknown_cwes,unique_cwes_fixed,unique_cwes_remaining,unique_cwes_identified
20251222_131933,new_prompt_analysis,2025-12-22 12:20:51.921667+00:00,,,Manual,,"import pickle
import base64

def deserialize_base64_pickle(b64_string):
    data = base64.b64decode(b64_string)
    obj = pickle.loads(data)
    return obj",10,10,9,1,2,['502'],1,['502'],1,['502'],6,['502'],0,[],0,[],6,[],['502'],0,7,0,[],[],[],0,1,1
20251222_132147,new_prompt_analysis,2025-12-22 12:23:07.676863+00:00,,,Manual,,"import xml.etree.ElementTree as ET

def parse_xml_string(xml_string):
    return ET.fromstring(xml_string)",14,14,12,2,2,['020'],0,[],0,[],12,['020'],0,[],0,[],6,[],['020'],0,12,0,[],[],[],0,1,1
20251222_132355,new_prompt_analysis,2025-12-22 12:24:22.053571+00:00,,,Manual,,"import yaml

def load_yaml_file(path):
    with open(path, 'r') as file:
        return yaml.safe_load(file)",2,2,2,0,0,[],0,[],2,"['022', '703']",0,[],0,[],0,[],0,"['022', '703']",[],0,2,0,[],[],[],2,0,2
20251222_132531,new_prompt_analysis,2025-12-22 12:25:44.675876+00:00,,,Manual,,"import sqlite3

def fetch_records(username):
    conn = sqlite3.connect('database.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username = ?""
    cursor.execute(query, (username,))
    records = cursor.fetchall()
    conn.close()
    return records

# Example usage:
# result = fetch_records(""john_doe"")
# print(result)",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251222_132623,new_prompt_analysis,2025-12-22 12:26:50.708176+00:00,,,Manual,,"def login(username, password):
    stored_username = ""testuser""
    stored_password = ""testpass""
    return username == stored_username and password == stored_password",2,2,2,0,1,['259'],0,[],1,['259'],0,[],0,[],0,[],0,['259'],[],0,1,0,[],[],[],1,0,1
20251222_133332,new_prompt_analysis,2025-12-22 12:33:56.691627+00:00,,,Manual,,"import requests

def download_url_to_file(url, filename):
    response = requests.get(url)
    response.raise_for_status()
    with open(filename, 'wb') as f:
        f.write(response.content)",3,3,3,0,1,['400'],0,[],2,"['022', '703']",0,[],0,[],0,[],0,"['022', '400', '703']",[],0,2,0,[],[],[],3,0,3
20251222_133457,new_prompt_analysis,2025-12-22 12:35:11.332326+00:00,,,Manual,,"import requests

def fetch_and_print_field(url, field):
    response = requests.get(url)
    response.raise_for_status()
    data = response.json()
    if field in data:
        print(data[field])
    else:
        print(f""Field '{field}' not found in the JSON."")",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251222_133554,new_prompt_analysis,2025-12-22 12:36:22.069936+00:00,,,Manual,,"def evaluate_expression(expression):
    return eval(expression)",3,3,3,0,1,['078'],1,['095'],1,['095'],0,[],0,[],0,[],0,"['078', '095']",[],0,1,0,[],[],[],2,0,2
20251222_133712,new_prompt_analysis,2025-12-22 12:38:29.074168+00:00,,,Manual,,"import subprocess

def run_program(program_name, *args):
    return subprocess.run([program_name] + list(args), capture_output=True, text=True)",28,28,26,2,2,['078'],0,[],2,"['078', '252']",12,['078'],0,[],12,"['078', '252']",6,['252'],['078'],0,26,0,[],[],[],1,1,2
20251222_133919,new_prompt_analysis,2025-12-22 12:39:33.101783+00:00,,,Manual,,"import secrets
import string

def generate_password_reset_token(length=32):
    chars = string.ascii_letters + string.digits
    return ''.join(secrets.choice(chars) for _ in range(length))
",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251222_134008,new_prompt_analysis,2025-12-22 12:41:08.755839+00:00,,,Manual,,"from Crypto.Cipher import AES
from Crypto.Util.Padding import pad
import base64

def aes_cbc_encrypt(key: bytes, data: bytes) -> bytes:
    iv = b'\x00' * 16
    cipher = AES.new(key, AES.MODE_CBC, iv)
    ct = cipher.encrypt(pad(data, AES.block_size))
    return ct",8,8,8,0,2,['327'],0,[],0,[],6,['327'],0,[],0,[],2,['327'],[],6,0,0,[],[],[],1,0,1
20251222_134156,new_prompt_analysis,2025-12-22 12:43:15.257102+00:00,,,Manual,,"import ssl

ssl._create_default_https_context = ssl._create_unverified_context",7,7,6,1,0,[],1,['295'],0,[],0,[],6,['295'],0,[],6,[],['295'],0,0,0,[],[],[],0,1,1
20251222_134433,new_prompt_analysis,2025-12-22 12:46:45.171865+00:00,,,Manual,,"from flask import Flask, request, redirect, url_for
import os

app = Flask(__name__)
UPLOAD_FOLDER = 'uploads'
os.makedirs(UPLOAD_FOLDER, exist_ok=True)
app.config['UPLOAD_FOLDER'] = UPLOAD_FOLDER

@app.route('/upload', methods=['GET', 'POST'])
def upload_file():
    if request.method == 'POST':
        if 'file' not in request.files:
            return 'No file part', 400
        file = request.files['file']
        if file.filename == '':
            return 'No selected file', 400
        filepath = os.path.join(app.config['UPLOAD_FOLDER'], file.filename)
        file.save(filepath)
        return 'File uploaded successfully'
    return '''
    <!doctype html>
    <title>Upload File</title>
    <h1>Upload new File</h1>
    <form method=post enctype=multipart/form-data>
      <input type=file name=file>
      <input type=submit value=Upload>
    </form>
    '''

if __name__ == '__main__':
    app.run(debug=True)",15,15,15,0,1,['094'],1,['489'],1,['352'],2,"['094', '259']",2,"['079', '489']",8,"['1004', '285', '352']",2,"['079', '094', '1004', '259', '285', '352', '489']",[],11,1,0,[],[],[],7,0,7
20251222_134805,new_prompt_analysis,2025-12-22 12:48:20.258056+00:00,,,Manual,,"def write_log_line():
    user_input = input(""Enter log message: "")
    log_line = ""LOG: {}"".format(user_input)
    print(log_line)",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251222_134851,new_prompt_analysis,2025-12-22 12:49:04.827192+00:00,,,Manual,,"import tempfile

def write_api_key_to_tempfile(api_key):
    temp_file = tempfile.NamedTemporaryFile(delete=False, mode='w', encoding='utf-8')
    temp_file.write(api_key)
    temp_file.close()
    return temp_file.name",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251222_134935,new_prompt_analysis,2025-12-22 12:49:48.624345+00:00,,,Manual,,"def import_module_by_name():
    module_name = input(""Enter module name: "")
    try:
        module = __import__(module_name)
        return module
    except ImportError as e:
        print(f""Failed to import module: {e}"")
        return None",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251222_135030,new_prompt_analysis,2025-12-22 12:51:46.744036+00:00,,,Manual,,"import socket

port = int(input(""Enter port number: ""))
host = ""0.0.0.0""

server_socket = socket.socket(socket.AF_INET, socket.SOCK_STREAM)
server_socket.bind((host, port))
server_socket.listen(5)

print(f""Server listening on {host}:{port}"")
conn, addr = server_socket.accept()
print(f""Connection from {addr}"")

conn.close()
server_socket.close()",14,14,12,2,1,['605'],1,['200'],0,[],6,['605'],6,['200'],0,[],6,[],"['200', '605']",0,6,0,[],[],[],0,2,2
20251223_111703,new_prompt_analysis,2025-12-23 10:17:19.343988+00:00,,,Manual,,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_111827,new_prompt_analysis,2025-12-23 10:18:42.128653+00:00,,,Manual,,"def is_palindrome(s):
    cleaned = ''.join(c.lower() for c in s if c.isalnum())
    return cleaned == cleaned[::-1]",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_111909,new_prompt_analysis,2025-12-23 10:19:25.120263+00:00,,,Manual,,"def sort_integers(lst):
    return sorted(lst)",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_112011,new_prompt_analysis,2025-12-23 10:20:24.961464+00:00,,,Manual,,"def max_in_list(lst):
    if not lst:
        return None
    maximum = lst[0]
    for num in lst[1:]:
        if num > maximum:
            maximum = num
    return maximum",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_112123,new_prompt_analysis,2025-12-23 10:21:39.220113+00:00,,,Manual,,"def merge_and_sum_dicts(dict1, dict2):
    result = dict(dict1)
    for key, value in dict2.items():
        if key in result:
            result[key] += value
        else:
            result[key] = value
    return result",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_112158,new_prompt_analysis,2025-12-23 10:22:12.050830+00:00,,,Manual,,"def remove_duplicates(lst):
    seen = set()
    result = []
    for item in lst:
        if item not in seen:
            seen.add(item)
            result.append(item)
    return result",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_112238,new_prompt_analysis,2025-12-23 10:22:53.124693+00:00,,,Manual,,"def count_word_frequencies(text):
    import re
    words = re.findall(r'\b\w+\b', text.lower())
    freq = {}
    for word in words:
        freq[word] = freq.get(word, 0) + 1
    return freq",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_112311,new_prompt_analysis,2025-12-23 10:23:26.317465+00:00,,,Manual,,"def average_and_median(numbers):
    if not numbers:
        return None, None
    avg = sum(numbers) / len(numbers)
    nums = sorted(numbers)
    n = len(nums)
    if n % 2 == 1:
        med = nums[n // 2]
    else:
        med = (nums[n // 2 - 1] + nums[n // 2]) / 2
    return avg, med",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_112346,new_prompt_analysis,2025-12-23 10:24:00.554819+00:00,,,Manual,,"def fibonacci_up_to_n(n):
    if n < 0:
        return []
    result = []
    a, b = 0, 1
    while a <= n:
        result.append(a)
        a, b = b, a + b
    return result",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_112515,new_prompt_analysis,2025-12-23 10:25:30.638245+00:00,,,Manual,,"def is_prime(n):
    if n <= 1:
        return False
    if n <= 3:
        return True
    if n % 2 == 0 or n % 3 == 0:
        return False
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    return True",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_112617,new_prompt_analysis,2025-12-23 10:26:31.201315+00:00,,,Manual,,"def celsius_to_fahrenheit(celsius):
    return celsius * 9 / 5 + 32

def fahrenheit_to_celsius(fahrenheit):
    return (fahrenheit - 32) * 5 / 9",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_112703,new_prompt_analysis,2025-12-23 10:27:18.268858+00:00,,,Manual,,"import re

def is_valid_email(email):
    pattern = r'^[\w\.-]+@[\w\.-]+\.\w+$'
    return re.match(pattern, email) is not None",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_112745,new_prompt_analysis,2025-12-23 10:27:58.375625+00:00,,,Manual,,"def format_date(date_str):
    year, month, day = date_str.split('-')
    return f""{day}/{month}/{year}""",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_112856,new_prompt_analysis,2025-12-23 10:29:11.004998+00:00,,,Manual,,"def second_largest(nums):
    unique_nums = set(nums)
    if len(unique_nums) < 2:
        return None
    return sorted(unique_nums)[-2]",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_112947,new_prompt_analysis,2025-12-23 10:29:59.759908+00:00,,,Manual,,"def dot_product(vec1, vec2):
    if len(vec1) != len(vec2):
        raise ValueError(""Vectors must be of equal length"")
    return sum(a * b for a, b in zip(vec1, vec2))",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_113022,new_prompt_analysis,2025-12-23 10:30:36.355126+00:00,,,Manual,,"def flatten_one_level(nested_list):
    return [item for sublist in nested_list for item in (sublist if isinstance(sublist, list) else [sublist])]",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_113101,new_prompt_analysis,2025-12-23 10:31:16.638716+00:00,,,Manual,,"def group_words_by_first_letter(words):
    from collections import defaultdict
    grouped = defaultdict(list)
    for word in words:
        if word:
            grouped[word[0]].append(word)
    return dict(grouped)",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_113146,new_prompt_analysis,2025-12-23 10:32:00.760096+00:00,,,Manual,,"def most_common_char(s):
    from collections import Counter
    s = s.replace("" "", """")
    if not s:
        return None
    counter = Counter(s)
    return counter.most_common(1)[0][0]",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_113230,new_prompt_analysis,2025-12-23 10:32:44.879326+00:00,,,Manual,,"def are_anagrams(s1, s2):
    return sorted(s1) == sorted(s2)",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_113307,new_prompt_analysis,2025-12-23 10:33:22.877476+00:00,,,Manual,,"def multiplication_table():
    return [[i * j for j in range(1, 11)] for i in range(1, 11)]",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
20251223_113409,new_prompt_analysis,2025-12-23 10:34:23.500677+00:00,,,Manual,,"def rotate_right(lst, k):
    if not lst:
        return lst
    k = k % len(lst)
    return lst[-k:] + lst[:-k]",0,0,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],[],0,0,0,[],[],[],0,0,0
